CRAMERFLAGS,Cramer rules,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),,"1N,2N,3Y,4N",[Al+3].[Al+3].[O-2].[O-2].[O-2]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C(=O)O[Al](O[H])OC(=O)C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",[Al+3].[Al+3].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-]
,High (Class III),,"1N,2N,3Y,4N",C(C(=O)[O-])N.[Al+3].[Cl-].O.O.[Zr+4]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@@]1([H])C([H])([H])N(C([H])([H])C([H])([H])[C@@]1(C([H])([H])[H])C2=C([H])C([H])=C([H])C(=C2[H])O[H])C([H])([H])[C@]([H])(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])C(=O)N([H])C([H])([H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23N,24N,25N,26N,22N,33N",C1([H])([H])C2([H])C([H])([H])C3([H])C([H])([H])C1([H])C([H])([H])C(C2([H])[H])(C3([H])[H])N([H])[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])([H])[N+](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])N([H])C(=O)C(=O)N([H])C([H])([H])C([H])([H])[N+](C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C1=C(C([H])=C([H])C([H])=C1[H])Cl)C([H])([H])C2=C(C([H])=C([H])C([H])=C2[H])Cl
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C1=NC(=NC(=C1[H])C([H])([H])[H])O[C@]([H])(C(=O)O[H])C(C2=C([H])C([H])=C([H])C([H])=C2[H])(C3=C([H])C([H])=C([H])C([H])=C3[H])OC([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]1([H])N([H])C([H])([H])C2=C(C(=C([H])C(=C2[H])Br)Br)N([H])[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C(=O)OC([H])([H])C(=O)[C@@]12[C@@]([H])(C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])C5=C([H])C(=O)C([H])=C([H])[C@]5(C([H])([H])[H])[C@]4([C@]([H])(C([H])([H])[C@@]31C([H])([H])[H])O[H])F)OC6(C([H])([H])C([H])([H])C([H])([H])C6([H])[H])O2
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C(C(=C([H])N=C1[H])N([H])[H])N([H])[H]
,High (Class III),,"1N,2Y",C([H])([H])(C([H])([H])N([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])SP(=O)(O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])(C([H])([H])N([H])[H])[C@@]([H])(C(=O)N([H])[C@]1([H])C([H])([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]1([H])O[C@]2([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O2)O[H])N([H])[H])O[H])O[H])O[C@]3([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])N([H])[H])O3)O[H])O[H])O[H])N([H])[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C1(=NC(=C(N([H])[H])N=C1N([H])[H])Cl)C(=O)N([H])C(=N[H])N([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])OC(=O)/C(/[H])=C(\[H])/C1=C([H])C([H])=C(C([H])=C1[H])OC([H])([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C1([H])=C(C([H])=C([H])C(=C1[H])N([H])[H])C(=O)O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20Y,21N,18N",C([H])([H])(C([H])([H])C([H])([H])C(=O)O[H])C([H])([H])C([H])([H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C(=O)N([H])C1=O)C2=C([H])C([H])=C(C([H])=C2[H])N([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C1([H])=C(C([H])=C([H])C(=C1[H])N([H])[H])C(=O)N([H])C([H])([H])C(=O)O[H]
,Low (Class I),,1Y,C([H])([H])(C([H])([H])C(=O)O[H])C(=O)C([H])([H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C1=C(C(=O)N(C2=C([H])C([H])=C([H])C([H])=C2[H])N1C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])N1C2=C(C(=O)N(C([H])([H])[H])C1=O)N([H])C([H])=N2.C([H])([H])([H])N1C2=C(C(=O)N(C([H])([H])[H])C1=O)N([H])C([H])=N2.C([H])([H])(C([H])([H])N([H])[H])N([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C1([H])=C(C([H])=C(C(=C1[H])C(=O)O[H])O[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=C(C2=C(C([H])=C([H])C([H])=C2[H])O1)C(=O)C3=C([H])C(=C(C(=C3[H])I)OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])I
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])N([H])C(=O)C2=C(C([H])=C(C(=C2[H])S(=O)(=O)C([H])([H])C([H])([H])[H])N([H])[H])OC([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C1C2=C(C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C3=C1C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])N(=O)(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C1C2=C(C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C3=C1C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])(C([H])([H])[H])C1=C([H])C([H])=C2C(=C1[H])C(=O)C3=C(N=C(C(=C3[H])C(=O)O[H])N([H])[H])O2
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])OC(=O)C1=C(C([H])([H])OC([H])([H])C([H])([H])N([H])[H])N([H])C(=C(C1([H])C2=C(C([H])=C([H])C([H])=C2[H])Cl)C(=O)OC([H])([H])[H])C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",[13N]([H])([H])[H]
,High (Class III),,"1N,2Y",C(=O)([O-])[O-].[N+]([H])([H])([H])[H].[N+]([H])([H])([H])[H]
,High (Class III),,"1N,2Y",[Cl-].[N+]([H])([H])([H])[H]
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])(C(=O)[O-])O[H].[N+]([H])([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C(=O)N([H])C1=O
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C(=C([H])C([H])=C1O[H])N([H])C2=C([H])C([H])=NC3=C([H])C(=C([H])C([H])=C23)Cl
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N2C([H])([H])[C@]([H])(C([H])([H])[H])O[C@]([H])(C([H])([H])[H])C2([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C([H])=C2C(=C1[H])N=C(C3=C(C([H])=C([H])C(=C3[H])Cl)O2)N4C([H])([H])C([H])([H])N([H])C([H])([H])C4([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C1(C([H])([H])[H])[C@]([H])(C(=O)O[H])N2C(=O)[C@]([H])([C@@]2([H])S1)N([H])C(=O)[C@@]([H])(C3=C([H])C([H])=C(C([H])=C3[H])O[H])N([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8Y,9Y",C([H])([H])([H])[C@@]1([H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/[C@@]([H])(C([H])([H])[C@@]2([H])[C@@]([H])([C@]([H])(C([H])([H])[C@](C([H])([H])[C@]([H])(C([H])([H])[C@]([H])([C@@]([H])(C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C([H])([H])C(=O)O[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@]1([H])O[H])O[H])O[H])O[H])O[H])O[H])(O[H])O2)O[H])C(=O)O[H])O[C@@]3([H])[C@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])[H])O3)O[H])N([H])[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C1(C([H])([H])[H])[C@]([H])(C(=O)O[H])N2C(=O)[C@]([H])([C@@]2([H])S1)N([H])C(=O)[C@@]([H])(C3=C([H])C([H])=C([H])C([H])=C3[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[C@]([H])([C@]([H])(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])N([H])C(=O)O[C@@]2([H])C([H])([H])C([H])([H])OC2([H])[H])O[H])S(=O)(=O)C3=C([H])C([H])=C(C([H])=C3[H])N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])N=C([H])C([H])=C1C2=C([H])N([H])C(=O)C(=C2[H])N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])OC1=C([H])C(=C([H])C([H])=C1N([H])C2=C3C([H])=C([H])C([H])=C([H])C3=NC4=C2C([H])=C([H])C([H])=C4[H])N([H])S(=O)(=O)C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])ON=O
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(C([H])([H])[H])C([H])=C1O[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])N(C([H])([H])[H])C([H])([H])[H])OC(=O)C1=C([H])C([H])=C([H])C([H])=C1[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C2=C(C([H])([H])N3C([H])([H])C(=O)N([H])C3=N2)C(=C1Cl)Cl
,High (Class III),,"1N,2Y",C([H])([H])([H])C(C([H])([H])[H])(C#N)C1=C([H])C(=C([H])C(=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C#N)C([H])([H])N2C([H])=NC([H])=N2
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])/C(/[H])=C(\[H])/C1=C([H])C([H])=C(C([H])=C1[H])OC([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C2=C([H])C(=S)SS2
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C2=C([H])C([H])=C(C([H])=C2[H])C3=C([H])C([H])=C(C([H])=C3[H])C(=O)N([H])[C@@]4([H])C([H])([H])[C@]([H])([C@]([H])(N([H])C(=O)[C@]5([H])[C@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])N5C(=O)[C@]([H])([C@@]([H])(C([H])([H])[H])O[H])N([H])C(=O)[C@]([H])([C@@]([H])([C@]([H])(C6=C([H])C([H])=C(C([H])=C6[H])O[H])O[H])O[H])N([H])C(=O)[C@]7([H])C([H])([H])[C@]([H])(C([H])([H])N7C(=O)[C@]([H])([C@@]([H])(C([H])([H])[H])O[H])N([H])C4=O)O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])OC(=O)C1(C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])N([H])[H])C([H])([H])C1([H])[H])C3=C([H])C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C2([H])C(=O)C3=C(C([H])=C([H])C([H])=C3[H])C2=O
,High (Class III),,"1N,2Y",C([H])([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C(=O)O[C@@]1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])(C1([H])[H])[N+]2(C([H])([H])[H])C([H])([H])[H].[Br-]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C1([H])=C([H])C([H])=C(C([H])=C1[H])C([H])([H])N(C([H])([H])C2=NC([H])([H])C([H])([H])N2[H])C3=C([H])C([H])=C([H])C([H])=C3[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C1([H])=C([H])C(=C2C(=C1[H])C([H])([H])C3=C([H])C([H])=C([H])C(=C3C2=O)O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C1=C([H])C(=O)N(C2=C([H])C([H])=C([H])C([H])=C2[H])N1C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C(=C(C([H])=C1[H])N([H])C2=C([H])C([H])=NC3=C([H])C(=C([H])C([H])=C23)C(F)(F)F)C(=O)OC([H])([H])C([H])([H])N4C([H])([H])C([H])([H])N(C([H])([H])C4([H])[H])C5=C([H])C(=C([H])C([H])=C5[H])C(F)(F)F
,High (Class III),,"1N,2Y",C([H])([H])([H])N([H])C(=O)C1=C([H])C([H])=C(C([H])=C1F)N2C(=S)N(C3=C([H])N=C(C#N)C(=C3[H])C(F)(F)F)C(=O)C42C([H])([H])C([H])([H])C4([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])N2C3=C(C([H])([H])C([H])([H])N(C4=C([H])C([H])=C(C([H])=C4[H])N5C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5=O)C3=O)C(=N2)C(=O)N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C([H])([H])([H])N1C([H])([H])C([H])([H])C2=C3C(=C([H])C([H])=C2[H])C4=C(C(=C([H])C([H])=C4C([H])([H])[C@]31[H])O[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])([H])C([H])([H])N=C(N1[H])N([H])C2=C(C([H])=C(C([H])=C2Cl)N([H])[H])Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])OC1=C([H])C(=C([H])C([H])=C1OC([H])([H])[H])[C@@]([H])(C([H])([H])S(=O)(=O)C([H])([H])[H])N2C(=O)C3=C([H])C([H])=C([H])C(=C3C2=O)N([H])C(=O)C([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]([H])(C1=C([H])C(=C([H])C(=C1[H])C(F)(F)F)C(F)(F)F)O[C@]2([H])[C@]([H])(C3=C([H])C([H])=C(C([H])=C3[H])F)N(C([H])([H])C([H])([H])O2)C([H])([H])C4=NN([H])C(=O)N4[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])([H])=C([H])C([H])([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C(=O)N([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])(C([H])([H])C([H])([H])N([H])C([H])([H])[C@@]([H])(C1=C([H])C([H])=C(C(=C1[H])O[H])O[H])O[H])C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11N,12N,22N,33N",C1([H])=C(C([H])=C([H])C(=C1[H])O[C@@]2([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O2)O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])[C@]([H])(C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])OC([H])([H])[H])N([H])C([H])([H])[C@@]([H])(C2=C([H])C([H])=C(C(=C2[H])N([H])C([H])=O)O[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]1([H])C([H])([H])C([H])([H])N([C@]([H])(C1([H])[H])C(=O)O[H])C(=O)[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])N([H])S(=O)(=O)C2=C3C(=C([H])C([H])=C2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N3[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])(C([H])([H])C([H])([H])OC1=C([H])C([H])=C2C([H])([H])C([H])([H])C(=O)N([H])C2=C1[H])C([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])C3([H])[H])C4=C(C(=C([H])C([H])=C4[H])Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])N1C2=C([H])C(=C([H])C([H])=C2C([H])([H])C([H])([H])C1=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])N(C([H])([H])C3([H])[H])C4=C(C(=C([H])C([H])=C4[H])Cl)Cl
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C([H])=C(C([H])=C1[H])C([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])[S@](=O)C([H])([H])C(=O)N([H])[H]
,High (Class III),,"1N,2N,3Y,4N",[As](=O)O[As]=O
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])O[C@@]3([H])[C@]42[C@@]1([H])C([H])([H])C([H])([H])[C@](C([H])([H])[H])(O3)OO4
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])O[C@]1([H])[C@]([H])(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])O[C@]([H])([C@@]32OO4)O1
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])C([H])(O[H])O[C@@]3([H])[C@]42[C@@]1([H])C([H])([H])C([H])([H])[C@](C([H])([H])[H])(O3)OO4
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])C([H])([H])C(=O)O[H])O[C@@]3([H])[C@]42[C@@]1([H])C([H])([H])C([H])([H])[C@](C([H])([H])[H])(O3)OO4
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C(=O)N([H])C1=C(C(=O)OC([H])([H])[H])SC([H])=C1C([H])([H])[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C2=C(C3=C(C([H])=C(C([H])=C3[H])O[H])S2)OC4=C([H])C([H])=C(C([H])=C4[H])OC([H])([H])C([H])([H])N5C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C(C([H])=C([H])C(=C1[H])OC(Cl)(F)F)N([H])C(=O)C2=C([H])C(=C(N=C2[H])N3C([H])([H])C([H])([H])[C@]([H])(C3([H])[H])O[H])C4=C([H])C([H])=NN4[H]
,Low (Class I),,1Y,C([H])([H])([C@@]([H])([C@]1([H])C(=C(C(=O)O1)O[H])O[H])O[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])N1C([H])([H])C2([H])C3=C(C([H])=C([H])C([H])=C3[H])OC4=C([H])C([H])=C(C([H])=C4C2([H])C1([H])[H])Cl
,Low (Class I),,1Y,C([H])([H])([C@@]([H])(C(=O)O[H])N([H])[H])C(=O)N([H])[H]
,Low (Class I),,1Y,C([H])([H])([C@@]([H])(C(=O)O[H])N([H])[H])C(=O)O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])(C([H])([H])C2([H])[H])N([H])C3=NC4=C(C([H])=C([H])C([H])=C4[H])N3C([H])([H])C5=C([H])C([H])=C(C([H])=C5[H])F
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)N([H])S(=O)(=O)C2([H])C([H])([H])C2([H])[H])N([H])C(=O)[C@]3([H])C([H])([H])[C@]([H])(C([H])([H])N3C(=O)[C@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC4=NC([H])=C(C5=C([H])C([H])=C(C([H])=C54)Cl)OC([H])([H])[H]
,High (Class III),,"1N,2N,3Y,4N",C1([H])=C([H])C(=C(C([H])=C1[H])F)C2=NC(=NO2)C3=C([H])C(=C([H])C([H])=C3[H])C(=O)O[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])[C@]([H])(C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C3=NC([H])=C([H])C([H])=C3[H])N([H])C(=O)[C@]([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)OC([H])([H])[H])O[H])N([H])C(=O)OC([H])([H])[H]
,Low (Class I),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28N,30N,18N",C([H])([H])([H])C([H])(C([H])([H])[H])N([H])C([H])([H])C([H])(C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C(=O)N([H])[H])O[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])[C@]1([H])[C@@]([H])(C([H])([H])[C@@]([H])(C(=O)N1C([H])([H])C(F)(F)F)N([H])C(=O)C2=C([H])C3=C(C([H])([H])[C@@]4(C3([H])[H])C5=C([H])C([H])=C([H])N=C5N([H])C4=O)N=C2[H])C6=C(C(=C([H])C([H])=C6F)F)F
,High (Class III),,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C1=C(C([H])=C([H])C([H])=C1[H])O[C@]([H])(C([H])([H])C([H])([H])N([H])C([H])([H])[H])C2=C([H])C([H])=C([H])C([H])=C2[H]
,High (Class III),,"1N,2N,3Y,4N",C([H])([H])([H])C([H])(C([H])([H])[H])C1=C(C(=C(C2=C([H])C([H])=C(C([H])=C2[H])F)N1C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C([H])([H])C(=O)O[H])O[H])O[H])C3=C([H])C([H])=C([H])C([H])=C3[H])C(=O)N([H])C4=C([H])C([H])=C([H])C([H])=C4[H]
,High (Class III),,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]1([H])C(=O)N([H])[C@@]([H])([C@@]([H])(C([H])([H])[H])O[H])C(=O)N([H])[C@@]([H])(C([H])([H])C(=O)N([H])[H])C(=O)N([H])[C@@]([H])(C([H])([H])SSC([H])([H])C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])OC([H])([H])C([H])([H])[H])C(=O)N1[H])C(=O)N3C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N([H])C([H])([H])C(=O)N([H])[H]
